,Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Stress_Level_Num,Study_Hours_Category
693,694,6.1,3.5,6.2,1.6,6.6,3.05,Moderate,2,1-6 hours
694,695,5.0,3.5,9.0,3.8,2.7,2.62,Low,1,1-6 hours
695,696,7.3,1.4,5.5,2.9,6.9,3.19,High,3,7-8 hours
696,697,9.6,0.2,6.5,1.2,6.5,3.5,High,3,+9 hours
697,698,7.3,1.9,8.8,0.9,5.1,3.06,Moderate,2,7-8 hours
698,699,7.4,1.7,8.0,6.0,0.9,3.0,Moderate,2,7-8 hours
699,700,9.1,0.7,5.2,1.2,7.8,3.64,High,3,+9 hours
700,701,6.7,2.0,8.1,5.5,1.7,3.11,Moderate,2,1-6 hours
701,702,5.3,0.1,7.8,2.6,8.2,3.58,Low,1,1-6 hours
702,703,9.2,0.6,5.1,2.7,6.4,3.27,High,3,+9 hours
703,704,8.0,1.1,5.9,2.3,6.7,3.27,High,3,7-8 hours
704,705,9.0,1.6,8.8,0.6,4.0,3.2,High,3,+9 hours
705,706,8.4,2.3,9.6,1.4,2.3,3.41,High,3,7-8 hours
706,707,5.3,0.1,9.1,3.1,6.4,2.65,Low,1,1-6 hours
707,708,6.7,0.1,9.8,4.0,3.4,3.15,Moderate,2,1-6 hours
708,709,9.7,1.1,8.1,3.5,1.6,3.63,High,3,+9 hours
709,710,9.7,3.5,8.7,0.6,1.5,3.36,High,3,+9 hours
710,711,6.4,3.9,5.1,4.3,4.3,3.14,High,3,1-6 hours
711,712,10.0,1.2,6.7,0.5,5.6,3.79,High,3,+9 hours
712,713,7.2,1.0,6.7,5.0,4.1,3.21,Moderate,2,7-8 hours
713,714,5.3,0.4,5.8,3.6,8.9,2.76,High,3,1-6 hours
714,715,5.8,3.9,7.2,3.0,4.1,2.83,Low,1,1-6 hours
715,716,8.3,3.0,8.8,2.3,1.6,2.92,High,3,7-8 hours
716,717,9.5,3.3,8.8,0.1,2.3,3.24,High,3,+9 hours
717,718,7.0,3.5,9.5,3.6,0.4,3.4,Moderate,2,7-8 hours
718,719,6.6,2.8,6.4,1.1,7.1,2.88,Moderate,2,1-6 hours
719,720,7.1,3.3,5.6,4.4,3.6,2.85,High,3,7-8 hours
720,721,7.7,1.2,7.5,1.8,5.8,2.88,Moderate,2,7-8 hours
721,722,5.8,0.5,7.7,5.4,4.6,3.27,Low,1,1-6 hours
722,723,6.7,2.9,8.3,5.6,0.5,3.06,Moderate,2,1-6 hours
723,724,8.3,3.6,7.0,1.7,3.4,3.5,High,3,7-8 hours
724,725,5.1,3.3,9.0,0.6,6.0,2.54,Low,1,1-6 hours
725,726,5.6,3.9,6.1,0.4,8.0,3.32,Low,1,1-6 hours
726,727,8.0,3.0,5.2,4.0,3.8,3.01,High,3,7-8 hours
727,728,5.9,2.3,6.5,5.6,3.7,2.9,Low,1,1-6 hours
728,729,9.1,3.9,6.3,4.6,0.1,2.98,High,3,+9 hours
729,730,5.3,0.2,8.5,2.7,7.3,2.62,Low,1,1-6 hours
730,731,6.1,2.5,6.3,3.5,5.6,3.13,Moderate,2,1-6 hours
731,732,9.1,1.9,6.8,2.2,4.0,3.27,High,3,+9 hours
732,733,9.0,1.3,6.0,0.5,7.2,3.05,High,3,+9 hours
733,734,9.2,0.9,6.9,4.9,2.1,2.81,High,3,+9 hours
734,735,9.1,1.5,7.3,1.8,4.3,3.4,High,3,+9 hours
735,736,7.7,0.1,7.4,2.4,6.4,3.24,Moderate,2,7-8 hours
736,737,5.8,2.6,9.9,3.2,2.5,2.8,Low,1,1-6 hours
737,738,7.1,0.5,8.1,5.6,2.7,3.1,Moderate,2,7-8 hours
738,739,8.3,0.3,6.8,3.3,5.3,3.48,High,3,7-8 hours
739,740,9.1,2.4,6.9,1.4,4.2,3.3,High,3,+9 hours
740,741,5.5,1.4,7.1,4.1,5.9,2.71,Low,1,1-6 hours
741,742,7.0,0.7,5.8,5.0,5.5,3.09,High,3,7-8 hours
742,743,5.2,1.7,5.8,5.3,6.0,2.48,High,3,1-6 hours
743,744,7.5,2.9,9.8,0.8,3.0,3.19,Moderate,2,7-8 hours
744,745,9.4,3.7,9.6,0.8,0.5,3.16,High,3,+9 hours
745,746,8.8,2.1,8.4,2.0,2.7,3.66,High,3,7-8 hours
746,747,8.7,3.3,5.7,5.0,1.3,3.55,High,3,7-8 hours
747,748,7.2,1.5,9.6,1.4,4.3,3.11,Moderate,2,7-8 hours
748,749,9.2,1.9,7.6,1.6,3.7,3.02,High,3,+9 hours
749,750,5.2,1.1,5.0,5.9,6.8,2.93,High,3,1-6 hours
750,751,9.8,1.6,8.6,1.4,2.6,3.68,High,3,+9 hours
751,752,9.7,1.6,8.9,1.0,2.8,3.57,High,3,+9 hours
752,753,10.0,0.1,8.0,3.9,2.0,3.35,High,3,+9 hours
753,754,9.7,0.7,8.1,1.2,4.3,3.53,High,3,+9 hours
754,755,6.5,2.2,7.1,1.0,7.2,2.91,Moderate,2,1-6 hours
755,756,8.8,3.6,5.4,2.4,3.8,3.08,High,3,7-8 hours
756,757,5.5,0.1,8.3,3.6,6.5,2.73,Low,1,1-6 hours
757,758,5.1,3.3,9.9,0.8,4.9,2.64,Low,1,1-6 hours
758,759,6.2,3.5,9.6,2.0,2.7,2.55,Moderate,2,1-6 hours
759,760,5.1,2.3,5.1,4.7,6.8,3.03,High,3,1-6 hours
760,761,6.5,0.2,7.9,2.4,7.0,2.98,Moderate,2,1-6 hours
761,762,6.4,2.8,6.4,5.4,3.0,3.05,Moderate,2,1-6 hours
762,763,6.9,2.2,5.3,2.6,7.0,3.12,High,3,1-6 hours
763,764,6.1,0.9,9.1,5.6,2.3,3.01,Moderate,2,1-6 hours
764,765,5.5,1.8,6.7,5.2,4.8,2.24,Low,1,1-6 hours
765,766,6.7,1.6,7.6,1.0,7.1,2.93,Moderate,2,1-6 hours
766,767,7.9,3.2,8.8,0.6,3.5,3.09,Moderate,2,7-8 hours
767,768,6.8,1.6,8.4,0.3,6.9,2.88,Moderate,2,1-6 hours
768,769,5.2,1.6,8.5,1.2,7.5,2.52,Low,1,1-6 hours
769,770,9.4,3.6,6.5,1.0,3.5,3.57,High,3,+9 hours
770,771,7.1,1.0,8.4,5.0,2.5,3.26,Moderate,2,7-8 hours
771,772,7.0,0.6,8.7,2.2,5.5,3.15,Moderate,2,7-8 hours
772,773,8.4,1.1,5.4,6.0,3.1,3.44,High,3,7-8 hours
773,774,9.3,1.2,7.3,3.7,2.5,3.76,High,3,+9 hours
774,775,7.1,1.7,6.7,3.4,5.1,2.99,Moderate,2,7-8 hours
775,776,9.7,2.8,9.1,1.3,1.1,3.54,High,3,+9 hours
776,777,8.9,0.1,9.1,0.2,5.7,3.14,High,3,7-8 hours
777,778,8.8,1.0,9.3,0.5,4.4,3.18,High,3,7-8 hours
778,779,5.6,3.9,8.4,5.1,1.0,3.08,Low,1,1-6 hours
779,780,8.0,2.4,8.4,3.0,2.2,2.96,Moderate,2,7-8 hours
780,781,7.1,1.1,8.8,1.4,5.6,2.85,Moderate,2,7-8 hours
781,782,8.1,3.0,6.1,0.4,6.4,3.37,High,3,7-8 hours
782,783,5.7,2.4,9.2,0.3,6.4,2.69,Low,1,1-6 hours
783,784,7.4,3.7,6.7,2.8,3.4,3.36,Moderate,2,7-8 hours
784,785,5.1,0.3,6.3,0.2,12.1,2.55,Low,1,1-6 hours
785,786,7.7,0.7,6.5,4.0,5.1,3.54,Moderate,2,7-8 hours
786,787,9.8,0.2,9.5,2.6,1.9,3.47,High,3,+9 hours
787,788,5.3,0.4,8.0,2.0,8.3,3.37,Low,1,1-6 hours
788,789,9.6,1.6,5.7,4.3,2.8,3.49,High,3,+9 hours
789,790,8.5,3.6,9.0,2.0,0.9,2.9,High,3,7-8 hours
790,791,8.4,3.8,6.5,0.0,5.3,3.08,High,3,7-8 hours
791,792,8.3,2.5,8.0,0.1,5.1,3.1,High,3,7-8 hours
792,793,8.6,1.3,8.3,3.2,2.6,3.11,High,3,7-8 hours
793,794,5.5,3.3,9.6,3.6,2.0,2.75,Low,1,1-6 hours
794,795,5.5,1.6,8.6,4.7,3.6,2.64,Low,1,1-6 hours
795,796,6.3,0.1,7.7,5.1,4.8,3.22,Moderate,2,1-6 hours
796,797,9.8,2.3,7.6,0.4,3.9,3.04,High,3,+9 hours
797,798,8.0,1.6,6.2,0.6,7.6,3.38,Moderate,2,7-8 hours
798,799,6.6,0.4,5.9,5.9,5.2,3.27,High,3,1-6 hours
799,800,9.4,4.0,7.9,2.2,0.5,2.91,High,3,+9 hours
800,801,6.6,1.2,7.0,4.0,5.2,2.76,Moderate,2,1-6 hours
801,802,5.7,2.5,5.6,3.5,6.7,3.08,High,3,1-6 hours
802,803,8.5,2.8,8.8,3.4,0.5,3.63,High,3,7-8 hours
803,804,8.1,0.7,5.1,1.7,8.4,3.21,High,3,7-8 hours
804,805,7.2,2.5,9.2,1.0,4.1,3.07,Moderate,2,7-8 hours
805,806,7.9,2.2,5.4,0.3,8.2,2.99,High,3,7-8 hours
806,807,5.5,2.3,7.7,1.4,7.1,3.05,Low,1,1-6 hours
807,808,5.2,2.0,8.4,1.5,6.9,2.88,Low,1,1-6 hours
808,809,6.5,2.5,9.5,4.5,1.0,3.29,Moderate,2,1-6 hours
809,810,6.8,2.6,7.3,1.1,6.2,3.13,Moderate,2,1-6 hours
810,811,8.5,2.2,6.8,5.5,1.0,3.07,High,3,7-8 hours
811,812,8.4,1.6,8.8,2.4,2.8,3.51,High,3,7-8 hours
812,813,7.1,3.7,6.3,0.7,6.2,3.15,Moderate,2,7-8 hours
813,814,6.9,0.2,6.7,3.0,7.2,3.05,Moderate,2,1-6 hours
814,815,5.8,2.6,10.0,2.5,3.1,2.64,Low,1,1-6 hours
815,816,5.6,3.5,7.1,2.3,5.5,2.5,Low,1,1-6 hours
816,817,8.3,1.8,8.2,0.4,5.3,3.33,High,3,7-8 hours
817,818,5.8,1.9,8.0,3.5,4.8,2.9,Low,1,1-6 hours
818,819,7.0,1.4,5.6,2.4,7.6,3.15,High,3,7-8 hours
819,820,6.0,0.2,7.8,3.6,6.4,2.75,Moderate,2,1-6 hours
820,821,9.4,2.3,6.7,4.5,1.1,3.25,High,3,+9 hours
821,822,7.8,3.6,7.0,1.7,3.9,3.19,Moderate,2,7-8 hours
822,823,5.7,0.6,7.2,3.6,6.9,2.96,Low,1,1-6 hours
823,824,9.1,0.3,7.4,3.8,3.4,3.66,High,3,+9 hours
824,825,9.1,3.1,6.4,5.1,0.3,3.45,High,3,+9 hours
825,826,7.9,3.7,8.4,1.9,2.1,2.68,Moderate,2,7-8 hours
826,827,9.0,3.8,5.1,5.9,0.2,3.22,High,3,+9 hours
827,828,7.2,2.6,6.9,0.3,7.0,3.0,Moderate,2,7-8 hours
828,829,8.0,3.6,6.9,1.2,4.3,3.08,Moderate,2,7-8 hours
829,830,9.1,3.3,7.9,1.3,2.4,3.35,High,3,+9 hours
830,831,9.0,2.2,9.1,2.3,1.4,3.44,High,3,+9 hours
831,832,7.1,3.8,7.7,3.3,2.1,3.33,Moderate,2,7-8 hours
832,833,6.1,2.5,7.9,1.1,6.4,2.94,Moderate,2,1-6 hours
833,834,8.8,2.1,6.1,4.0,3.0,3.2,High,3,7-8 hours
834,835,5.4,1.8,5.8,1.1,9.9,2.71,High,3,1-6 hours
835,836,5.3,1.6,7.6,2.9,6.6,2.54,Low,1,1-6 hours
836,837,6.9,3.4,5.7,3.0,5.0,3.37,High,3,1-6 hours
837,838,9.4,2.2,9.8,0.1,2.5,3.79,High,3,+9 hours
838,839,5.5,0.2,5.9,3.2,9.2,2.74,High,3,1-6 hours
839,840,9.7,3.4,6.5,0.3,4.1,3.48,High,3,+9 hours
840,841,5.8,0.5,5.6,3.1,9.0,2.73,High,3,1-6 hours
841,842,9.9,2.7,9.7,0.2,1.5,3.23,High,3,+9 hours
842,843,6.9,2.2,5.4,0.0,9.5,3.27,High,3,1-6 hours
843,844,7.1,2.0,7.1,0.1,7.7,3.34,Moderate,2,7-8 hours
844,845,6.7,0.7,5.5,5.7,5.4,3.31,High,3,1-6 hours
845,846,6.6,1.6,6.2,0.6,9.0,3.12,Moderate,2,1-6 hours
846,847,5.9,3.2,8.4,3.3,3.2,3.05,Low,1,1-6 hours
847,848,5.4,1.1,6.7,4.7,6.1,2.8,Low,1,1-6 hours
848,849,10.0,1.0,9.4,3.0,0.6,3.4,High,3,+9 hours
849,850,7.0,3.9,5.9,4.8,2.4,2.78,High,3,7-8 hours
850,851,6.7,2.9,7.1,3.5,3.8,3.09,Moderate,2,1-6 hours
851,852,9.3,0.2,8.5,0.8,5.2,3.49,High,3,+9 hours
852,853,7.1,2.2,7.0,3.1,4.6,2.87,Moderate,2,7-8 hours
853,854,5.7,0.6,9.7,5.3,2.7,3.18,Low,1,1-6 hours
854,855,9.5,4.0,6.0,1.6,2.9,3.39,High,3,+9 hours
855,856,7.1,1.4,8.0,3.5,4.0,3.48,Moderate,2,7-8 hours
856,857,5.8,1.9,7.8,3.4,5.1,3.01,Low,1,1-6 hours
857,858,5.1,1.4,8.9,3.4,5.2,2.6,Low,1,1-6 hours
858,859,6.3,2.8,7.8,4.8,2.3,3.08,Moderate,2,1-6 hours
859,860,7.4,0.5,6.3,2.5,7.3,3.4,Moderate,2,7-8 hours
860,861,8.0,2.1,6.4,0.0,7.5,2.83,Moderate,2,7-8 hours
861,862,8.7,0.1,7.9,5.6,1.7,3.3,High,3,7-8 hours
862,863,5.9,1.9,5.5,3.8,6.9,2.45,High,3,1-6 hours
863,864,7.6,3.6,6.0,0.1,6.7,3.38,Moderate,2,7-8 hours
864,865,9.3,2.3,9.5,1.7,1.2,3.34,High,3,+9 hours
865,866,8.7,3.7,7.9,0.7,3.0,3.57,High,3,7-8 hours
866,867,6.3,0.8,6.2,1.8,8.9,3.37,Moderate,2,1-6 hours
867,868,7.1,2.5,5.4,0.5,8.5,3.33,High,3,7-8 hours
868,869,5.9,2.1,6.1,1.7,8.2,3.13,Low,1,1-6 hours
869,870,5.1,2.6,8.3,4.8,3.2,2.69,Low,1,1-6 hours
870,871,9.7,0.1,5.8,5.3,3.1,3.92,High,3,+9 hours
871,872,8.3,2.7,9.7,3.3,0.0,2.95,High,3,7-8 hours
872,873,8.6,1.1,9.4,0.2,4.7,3.36,High,3,7-8 hours
873,874,6.3,0.9,5.7,5.2,5.9,2.9,High,3,1-6 hours
874,875,7.5,2.7,6.2,4.5,3.1,2.97,Moderate,2,7-8 hours
875,876,7.1,0.8,9.9,3.9,2.3,3.28,Moderate,2,7-8 hours
876,877,9.7,1.2,8.9,3.2,1.0,3.26,High,3,+9 hours
877,878,8.4,2.9,7.9,1.0,3.8,3.2,High,3,7-8 hours
878,879,7.5,1.2,7.1,3.9,4.3,2.96,Moderate,2,7-8 hours
879,880,7.0,1.1,6.0,4.7,5.2,3.2,Moderate,2,7-8 hours
880,881,9.5,1.5,8.8,3.8,0.4,3.36,High,3,+9 hours
881,882,9.8,1.5,6.7,0.4,5.6,3.54,High,3,+9 hours
882,883,7.4,0.4,6.2,1.9,8.1,3.16,Moderate,2,7-8 hours
883,884,6.5,3.4,9.3,3.7,1.1,3.02,Moderate,2,1-6 hours
884,885,5.7,2.8,9.7,4.0,1.8,2.86,Low,1,1-6 hours
885,886,8.2,2.0,5.6,1.9,6.3,2.81,High,3,7-8 hours
886,887,9.0,3.4,5.7,5.6,0.3,3.59,High,3,+9 hours
887,888,8.8,3.2,9.7,0.7,1.6,3.07,High,3,7-8 hours
888,889,9.3,0.5,8.5,4.2,1.5,3.17,High,3,+9 hours
889,890,9.4,0.7,5.3,4.3,4.3,3.57,High,3,+9 hours
890,891,7.4,3.4,6.9,1.0,5.3,3.15,Moderate,2,7-8 hours
891,892,5.9,2.9,7.6,3.6,4.0,3.13,Low,1,1-6 hours
892,893,7.3,3.3,9.1,3.1,1.2,3.34,Moderate,2,7-8 hours
893,894,6.8,3.5,8.6,0.6,4.5,3.23,Moderate,2,1-6 hours
894,895,7.0,3.5,5.2,5.8,2.5,3.26,High,3,7-8 hours
895,896,6.4,1.0,9.7,1.8,5.1,3.25,Moderate,2,1-6 hours
896,897,8.9,1.6,5.7,0.1,7.7,3.42,High,3,7-8 hours
897,898,6.8,1.4,6.7,3.1,6.0,3.03,Moderate,2,1-6 hours
898,899,7.2,3.5,7.5,2.9,2.9,3.04,Moderate,2,7-8 hours
899,900,8.3,2.4,7.1,2.5,3.7,3.22,High,3,7-8 hours
900,901,8.9,0.8,9.1,3.4,1.8,3.1,High,3,7-8 hours
901,902,6.3,3.0,7.6,1.9,5.2,2.48,Moderate,2,1-6 hours
902,903,8.0,4.0,7.2,4.4,0.4,3.11,Moderate,2,7-8 hours
903,904,6.0,1.7,6.1,0.0,10.2,2.87,Moderate,2,1-6 hours
904,905,9.6,3.4,8.7,0.4,1.9,3.5,High,3,+9 hours
905,906,7.2,0.5,7.6,2.1,6.6,3.11,Moderate,2,7-8 hours
906,907,6.9,2.5,8.6,0.7,5.3,3.29,Moderate,2,1-6 hours
907,908,6.7,1.8,8.4,3.1,4.0,2.92,Moderate,2,1-6 hours
908,909,9.3,3.5,5.0,4.7,1.5,3.45,High,3,+9 hours
909,910,7.4,3.9,8.8,1.0,2.9,3.11,Moderate,2,7-8 hours
910,911,7.7,4.0,9.3,0.3,2.7,2.96,Moderate,2,7-8 hours
911,912,5.0,1.6,6.2,4.9,6.3,3.01,Low,1,1-6 hours
912,913,6.7,3.3,5.0,1.8,7.2,2.85,High,3,1-6 hours
913,914,5.3,0.7,7.8,1.7,8.5,2.64,Low,1,1-6 hours
914,915,7.1,1.5,9.4,5.4,0.6,2.65,Moderate,2,7-8 hours
915,916,5.5,3.8,5.3,1.8,7.6,2.81,High,3,1-6 hours
916,917,6.5,1.3,5.8,4.7,5.7,3.04,High,3,1-6 hours
917,918,5.6,0.3,9.5,1.1,7.5,2.66,Low,1,1-6 hours
918,919,9.1,2.2,5.4,5.7,1.6,3.48,High,3,+9 hours
919,920,5.8,3.4,5.1,3.1,6.6,2.79,High,3,1-6 hours
920,921,8.8,3.7,9.5,1.6,0.4,3.29,High,3,7-8 hours
921,922,6.4,1.2,6.9,2.4,7.1,3.0,Moderate,2,1-6 hours
922,923,7.7,0.6,8.5,1.0,6.2,3.16,Moderate,2,7-8 hours
923,924,9.0,3.0,8.2,0.6,3.2,2.96,High,3,+9 hours
924,925,7.7,0.3,6.9,2.5,6.6,3.08,Moderate,2,7-8 hours
925,926,5.9,1.6,9.7,0.8,6.0,2.86,Low,1,1-6 hours
926,927,8.8,0.4,9.9,1.9,3.0,3.19,High,3,7-8 hours
927,928,8.1,0.8,5.7,5.6,3.8,3.45,High,3,7-8 hours
928,929,9.6,3.5,8.1,2.3,0.5,3.4,High,3,+9 hours
929,930,6.6,2.5,6.8,0.9,7.2,2.88,Moderate,2,1-6 hours
930,931,8.0,3.3,6.9,0.8,5.0,3.08,Moderate,2,7-8 hours
931,932,6.5,2.6,8.0,4.2,2.7,2.83,Moderate,2,1-6 hours
932,933,6.8,3.3,6.0,2.8,5.1,2.92,Moderate,2,1-6 hours
933,934,5.5,3.5,6.7,4.1,4.2,2.92,Low,1,1-6 hours
934,935,5.1,2.8,6.6,0.3,9.2,2.49,Low,1,1-6 hours
935,936,6.9,0.3,5.7,1.8,9.3,3.15,High,3,1-6 hours
936,937,5.4,3.6,5.0,2.9,7.1,2.74,High,3,1-6 hours
937,938,9.6,0.6,9.8,0.8,3.2,3.29,High,3,+9 hours
938,939,8.7,2.2,9.4,2.0,1.7,3.03,High,3,7-8 hours
939,940,5.8,3.7,6.6,2.2,5.7,2.9,Low,1,1-6 hours
940,941,8.8,1.4,9.8,3.0,1.0,3.51,High,3,7-8 hours
941,942,5.2,1.0,7.3,1.4,9.1,2.83,Low,1,1-6 hours
942,943,8.7,3.7,7.1,1.5,3.0,3.29,High,3,7-8 hours
943,944,7.4,1.4,9.5,3.2,2.5,3.22,Moderate,2,7-8 hours
944,945,8.8,3.2,6.7,2.3,3.0,3.24,High,3,7-8 hours
945,946,9.0,3.8,8.1,2.3,0.8,3.55,High,3,+9 hours
946,947,9.0,3.4,7.0,0.2,4.4,3.68,High,3,+9 hours
947,948,7.3,3.0,6.8,3.8,3.1,2.91,Moderate,2,7-8 hours
948,949,5.9,3.0,7.7,1.2,6.2,3.09,Low,1,1-6 hours
949,950,7.4,0.9,9.8,4.2,1.7,2.94,Moderate,2,7-8 hours
950,951,9.8,1.7,7.4,4.6,0.5,3.84,High,3,+9 hours
951,952,6.3,1.8,5.6,1.2,9.1,2.99,High,3,1-6 hours
952,953,5.0,0.2,9.9,1.5,7.4,2.94,Low,1,1-6 hours
953,954,7.8,0.6,8.6,3.6,3.4,3.26,Moderate,2,7-8 hours
954,955,8.7,3.1,9.9,1.3,1.0,3.55,High,3,7-8 hours
955,956,5.3,3.6,5.6,2.0,7.5,2.53,High,3,1-6 hours
956,957,9.1,2.4,7.0,2.6,2.9,3.28,High,3,+9 hours
957,958,9.3,0.4,8.9,4.6,0.8,3.58,High,3,+9 hours
958,959,5.9,1.7,5.8,4.2,6.4,3.32,High,3,1-6 hours
959,960,6.0,0.8,5.2,1.9,10.1,3.01,High,3,1-6 hours
960,961,7.8,3.4,8.3,2.0,2.5,3.18,Moderate,2,7-8 hours
961,962,6.3,0.2,8.6,0.7,8.2,3.1,Moderate,2,1-6 hours
962,963,6.5,2.1,7.8,3.6,4.0,2.9,Moderate,2,1-6 hours
963,964,8.1,3.9,8.6,3.1,0.3,2.99,High,3,7-8 hours
964,965,8.8,2.4,6.0,4.0,2.8,3.59,High,3,7-8 hours
965,966,7.4,2.1,6.7,3.1,4.7,3.44,Moderate,2,7-8 hours
966,967,6.0,3.2,5.9,0.5,8.4,3.28,High,3,1-6 hours
967,968,7.2,1.1,7.8,2.1,5.8,2.93,Moderate,2,7-8 hours
968,969,9.7,3.7,7.5,1.0,2.1,3.04,High,3,+9 hours
969,970,9.6,0.0,7.8,4.4,2.2,3.38,High,3,+9 hours
970,971,7.4,0.3,9.9,3.1,3.3,2.84,Moderate,2,7-8 hours
971,972,7.4,1.7,5.4,0.6,8.9,3.23,High,3,7-8 hours
972,973,9.2,1.0,6.0,3.0,4.8,3.18,High,3,+9 hours
973,974,5.2,0.2,9.2,0.7,8.7,2.82,Low,1,1-6 hours
974,975,5.2,1.8,9.2,1.6,6.2,2.68,Low,1,1-6 hours
975,976,7.2,2.3,7.9,2.0,4.6,3.06,Moderate,2,7-8 hours
976,977,6.6,0.4,6.8,0.6,9.6,3.31,Moderate,2,1-6 hours
977,978,6.4,2.5,7.3,2.9,4.9,3.12,Moderate,2,1-6 hours
978,979,8.8,1.1,6.6,5.5,2.0,3.32,High,3,7-8 hours
979,980,9.6,2.4,7.7,1.1,3.2,3.3,High,3,+9 hours
980,981,6.7,3.4,7.8,3.1,3.0,2.98,Moderate,2,1-6 hours
981,982,8.0,0.3,8.4,5.6,1.7,3.28,Moderate,2,7-8 hours
982,983,7.9,0.5,7.9,4.6,3.1,3.38,Moderate,2,7-8 hours
983,984,8.2,3.6,8.1,0.5,3.6,3.18,High,3,7-8 hours
984,985,6.5,0.8,9.5,4.6,2.6,2.74,Moderate,2,1-6 hours
985,986,5.9,3.0,7.4,1.4,6.3,3.1,Low,1,1-6 hours
986,987,8.1,0.2,6.6,2.8,6.3,3.14,High,3,7-8 hours
987,988,6.0,3.1,7.1,3.4,4.4,2.84,Moderate,2,1-6 hours
988,989,5.1,0.1,7.2,4.9,6.7,2.94,Low,1,1-6 hours
989,990,6.9,3.3,5.7,5.6,2.5,3.05,High,3,1-6 hours
990,991,8.8,3.8,8.4,1.1,1.9,3.3,High,3,7-8 hours
991,992,6.7,2.8,8.8,5.3,0.4,3.05,Moderate,2,1-6 hours
992,993,6.0,3.2,8.7,0.4,5.7,2.6,Moderate,2,1-6 hours
993,994,6.5,3.9,8.2,3.9,1.5,2.82,Moderate,2,1-6 hours
994,995,9.9,1.5,9.0,1.6,2.0,3.44,High,3,+9 hours
995,996,9.7,0.9,6.6,4.5,2.3,3.5,High,3,+9 hours
996,997,7.0,2.4,7.2,4.5,2.9,3.0,Moderate,2,7-8 hours
997,998,5.8,1.4,7.0,0.3,9.5,2.49,Low,1,1-6 hours
998,999,7.9,3.5,5.8,3.6,3.2,3.01,High,3,7-8 hours
999,1000,8.5,1.6,7.5,0.0,6.4,3.63,High,3,7-8 hours
1000,1001,8.5,2.6,5.2,2.2,5.5,3.26,High,3,7-8 hours
1001,1002,7.5,3.6,8.6,2.5,1.8,3.19,Moderate,2,7-8 hours
1002,1003,9.0,3.5,7.3,2.0,2.2,3.43,High,3,+9 hours
1003,1004,8.5,0.3,9.3,2.8,3.1,3.26,High,3,7-8 hours
1004,1005,5.3,2.2,7.1,5.3,4.1,2.9,Low,1,1-6 hours
1005,1006,7.8,0.2,9.9,3.1,3.0,3.07,Moderate,2,7-8 hours
1006,1007,6.5,1.9,9.3,1.8,4.5,2.92,Moderate,2,1-6 hours
1007,1008,6.5,3.1,7.4,1.4,5.6,2.93,Moderate,2,1-6 hours
1008,1009,5.8,1.3,9.7,2.1,5.1,2.87,Low,1,1-6 hours
1009,1010,5.9,3.6,7.3,4.3,2.9,2.95,Low,1,1-6 hours
1010,1011,9.9,0.2,5.5,4.3,4.1,3.32,High,3,+9 hours
1011,1012,5.2,0.1,8.9,0.8,9.0,2.66,Low,1,1-6 hours
1012,1013,7.3,2.4,7.1,0.2,7.0,3.17,Moderate,2,7-8 hours
1013,1014,7.2,2.1,7.4,2.3,5.0,3.13,Moderate,2,7-8 hours
1014,1015,9.4,3.6,6.7,2.6,1.7,2.81,High,3,+9 hours
1015,1016,6.4,3.8,5.7,3.5,4.6,3.07,High,3,1-6 hours
1016,1017,6.4,1.1,7.0,6.0,3.5,2.98,Moderate,2,1-6 hours
1017,1018,5.4,0.6,7.2,3.1,7.7,2.68,Low,1,1-6 hours
1018,1019,6.3,1.3,5.4,1.8,9.2,3.1,High,3,1-6 hours
1019,1020,9.5,0.0,9.1,5.1,0.3,3.05,High,3,+9 hours
1020,1021,5.5,0.6,9.8,3.2,4.9,3.2,Low,1,1-6 hours
1021,1022,8.7,4.0,6.4,2.6,2.3,3.21,High,3,7-8 hours
1022,1023,7.7,1.6,5.8,5.9,3.0,3.15,High,3,7-8 hours
1023,1024,8.0,0.9,7.7,4.2,3.2,3.44,Moderate,2,7-8 hours
1024,1025,7.6,4.0,8.1,1.6,2.7,3.02,Moderate,2,7-8 hours
1025,1026,6.9,1.4,7.2,4.7,3.8,3.14,Moderate,2,1-6 hours
1026,1027,7.4,3.2,7.9,1.9,3.6,2.99,Moderate,2,7-8 hours
1027,1028,6.1,2.0,6.3,0.1,9.5,3.05,Moderate,2,1-6 hours
1028,1029,8.2,2.0,7.2,5.8,0.8,3.45,High,3,7-8 hours
1029,1030,5.7,2.3,9.3,3.5,3.2,2.9,Low,1,1-6 hours
1030,1031,8.6,1.5,5.5,2.7,5.7,3.49,High,3,7-8 hours
1031,1032,6.2,3.9,9.8,1.0,3.1,2.87,Moderate,2,1-6 hours
1032,1033,6.7,3.6,9.8,1.7,2.2,3.06,Moderate,2,1-6 hours
1033,1034,8.4,1.1,8.7,0.3,5.5,2.86,High,3,7-8 hours
1034,1035,5.2,1.5,6.8,1.9,8.6,2.38,Low,1,1-6 hours
1035,1036,6.0,1.2,9.9,2.5,4.4,2.88,Moderate,2,1-6 hours
1036,1037,7.2,2.3,9.9,1.1,3.5,3.31,Moderate,2,7-8 hours
